currency,symbol,value,date,source,source_url
Dollar des Etats-Unis,USD,1.1824,2021-09-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8550999999999999,2021-09-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.586,2021-09-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,40762.152344,2021-09-15,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar canadien,CAD,1.5004,2021-09-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1979,2021-09-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.4927,2021-09-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6666,2021-09-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.2021,2021-09-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.927,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1814,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.5067,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.587,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,39900.292969,2021-09-14,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Yen japonais,JPY,130.08,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4951,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6114,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.1899,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1788,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6625,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8526,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0887,2021-09-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4931,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.401,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.762,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0873,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6015,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6575,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,129.62,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1563,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.1641,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,38073.335938,2021-09-13,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar des Etats-Unis,USD,1.178,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8511999999999998,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5821,2021-09-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,38997.027344,2021-09-12,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Bitcoin,BTC,38258.652344,2021-09-11,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Real brésilien,BRL,6.1436,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0854,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4919,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5986,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5847,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.655,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1841,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6554,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,38002.757813,2021-09-10,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar de Hong Kong,HKD,9.2086,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,130.03,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8526,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.5404,2021-09-10,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0861,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6617,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.2072,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,39233.226563,2021-09-09,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Livre sterling,GBP,0.85555,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.267,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1838,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6035,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.687,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.5363,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5901,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5002,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,130.1,2021-09-09,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1827,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1718,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6633,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.1971,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.5314,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,38997.878906,2021-09-08,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar de Singapour,SGD,1.5909,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.71,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6027,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8587299999999999,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0888,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4982,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,130.31,2021-09-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5956,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6044,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8611499999999999,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,39521.417969,2021-09-07,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar de Hong Kong,HKD,9.2197,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.64,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6667,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4936,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.6659,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0853,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1323,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.186,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,130.51,2021-09-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8570999999999999,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.516,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1638,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5926,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4883,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,130.34,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6612,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.6212,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5952,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1864,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,44329.070313,2021-09-06,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Franc suisse,CHF,1.0869,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.222600000000002,2021-09-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,43543.507813,2021-09-05,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Bitcoin,BTC,42028.554688,2021-09-04,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Real brésilien,BRL,6.1279,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.2285,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1872,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.62,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6654,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4879,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,42112.261719,2021-09-03,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar australien,AUD,1.5961,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,130.54,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0863,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8584,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5941,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.6503,2021-09-03,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4944,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,41543.117188,2021-09-02,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar australien,AUD,1.6038,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1846,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1429,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.446,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0848,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8591499999999999,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.6529,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,130.31,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.2075,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5921,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6702,2021-09-02,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.85863,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.1907,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6088,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1817,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.204,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0845,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5916,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.6484,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.0886,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4879,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6776,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,41250.730469,2021-09-01,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Yen japonais,JPY,130.35,2021-09-01,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0799,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.2086,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.7864,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,129.95,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.85875,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.129,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1386,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6156,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1834,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.676,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,39937.78125,2021-08-31,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar de Singapour,SGD,1.5897,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4896,2021-08-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6844,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,38.271,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0798,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.4867,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6167,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.5881,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,39888.605469,2021-08-30,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Livre sterling,GBP,0.85748,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.8273,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.1529,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,129.66,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.1801,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.1891,2021-08-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,41386.457031,2021-08-29,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Bitcoin,BTC,41458.871094,2021-08-28,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Real brésilien,BRL,6.1692,2021-08-27,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,41591.351563,2021-08-27,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Franc suisse,CHF,1.0796,2021-08-27,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
